target,tf,weight,iteration
WWTR1,STAT5A,0.0,8
IGFBP2,STAT5A,0.0,8
POLR2H,STAT5A,0.0,8
ANK1,STAT5A,0.0,8
GPR146,STAT5A,0.0,8
AIM2,STAT5A,0.0,8
ATG4C,STAT5A,0.0,8
CREM,STAT5A,0.0,8
DCLRE1C,STAT5A,0.0,8
DDX50,STAT5A,0.0,8
DIMT1,STAT5A,0.0,8
GSTK1,STAT5A,0.0,8
INO80,STAT5A,0.0,8
KIF2A,STAT5A,0.0,8
MAN1A1,STAT5A,0.0,8
MED16,STAT5A,0.0,8
MTMR9,STAT5A,0.0,8
PPIP5K2,STAT5A,0.0,8
PWP2,STAT5A,0.0,8
SEMA4B,STAT5A,0.0,8
SNRNP27,STAT5A,0.0,8
UBR1,STAT5A,0.0,8
ZC3HAV1,STAT5A,0.0,8
ZNF181,STAT5A,0.0,8
ZNF230,STAT5A,0.0,8
ZNF302,STAT5A,0.0,8
ZNF655,STAT5A,0.0,8
PRR5L,STAT5A,0.0,8
IL2,STAT5B,0.05817693,8
IRF1,STAT5B,0.059615284,8
CCND1,STAT5B,0.060491808,8
PRF1,STAT5B,0.056737784,8
IFNG,STAT5B,0.05717704,8
KRAS,STAT5B,0.0,8
FOS,STAT5B,0.0,8
SMC3,STAT5B,0.0,8
IRF8,STAT5B,0.0,8
IRF2,STAT5B,0.0,8
BCL2,STAT5B,0.058566254,8
IFNB1,STAT5B,0.0,8
CCL4,STAT5B,0.0,8
SOCS3,STAT5B,0.058203038,8
CD40,STAT5B,0.0,8
TNF,STAT5B,0.0,8
IL18,STAT5B,0.0,8
OSM,STAT5B,0.058484066,8
HSPA4,STAT5B,0.0,8
APEX1,STAT5B,0.0,8
HSP90AB1,STAT5B,0.0,8
IL1B,STAT5B,0.0,8
BLK,STAT5B,0.0,8
STAT5A,STAT5B,0.05842542,8
IL7R,STAT5B,0.0,8
JUNB,STAT5B,0.0,8
SLPI,STAT5B,0.05756223,8
CDKN1C,STAT5B,0.0,8
CAMK4,STAT5B,0.0,8
LGALS3,STAT5B,0.0,8
IL6,STAT5B,0.0,8
STAT5B,STAT5B,0.059803367,8
MAFB,STAT5B,0.0,8
STAT3,STAT5B,0.0,8
CD19,STAT5B,0.0,8
MYC,STAT5B,0.0,8
FCER1G,STAT5B,0.0,8
CCL5,STAT5B,0.0,8
FASLG,STAT5B,0.0,8
MAPK8,STAT5B,0.0,8
MYB,STAT5B,0.0,8
BIRC3,STAT5B,0.0,8
CD86,STAT5B,0.0,8
CDKN2D,STAT5B,0.0,8
SOCS1,STAT5B,0.0,8
MMP9,STAT5B,0.0,8
CDK4,STAT5B,0.0,8
CDKN2A,STAT5B,0.0,8
CEBPD,STAT5B,0.0,8
SH2D1A,STAT5B,0.0,8
IL10,STAT5B,0.057441544,8
CDKN1B,STAT5B,0.059434365,8
PIK3R1,STAT5B,0.0,8
ACTB,STAT5B,0.0,8
CCND2,STAT5B,0.056960024,8
MSR1,STAT5B,0.0,8
LCK,STAT5B,0.0,8
ACAT1,STAT5B,0.0,8
ACP5,STAT5B,0.0,8
TNFSF11,STAT5B,0.0,8
SHC1,STAT5B,0.0,8
PPIG,STAT5B,0.059383854,8
NCAM1,STAT5B,0.0,8
CTNND1,STAT5B,0.0,8
CBL,STAT5B,0.0,8
CISH,STAT5B,0.059994422,8
LYZ,STAT5B,0.0,8
JUN,STAT5B,0.059623327,8
IFI27,STAT5B,0.0,8
PTPN2,STAT5B,0.0,8
SPI1,STAT5B,0.0,8
HBG1,STAT5B,0.0,8
ECE1,STAT5B,0.0,8
IRF7,STAT5B,0.0,8
CCL2,STAT5B,0.0,8
MMP7,STAT5B,0.0,8
IFIT1,STAT5B,0.0,8
OSGEP,STAT5B,0.0,8
FCER2,STAT5B,0.0,8
ID3,STAT5B,0.0,8
NPTX1,STAT5B,0.0,8
ACACA,STAT5B,0.0,8
NF1,STAT5B,0.0,8
ODC1,STAT5B,0.0,8
CCNB1,STAT5B,0.0,8
CXCL9,STAT5B,0.058316886,8
CTSB,STAT5B,0.0,8
CCL3,STAT5B,0.0,8
RETNLB,STAT5B,0.0,8
HBB,STAT5B,0.0,8
ISG15,STAT5B,0.0,8
S100A10,STAT5B,0.0,8
DPAGT1,STAT5B,0.060496323,8
CD68,STAT5B,0.0,8
DLL1,STAT5B,0.0,8
EBF1,STAT5B,0.0,8
PAX5,STAT5B,0.061187707,8
NQO1,STAT5B,0.0,8
IFIT2,STAT5B,0.0,8
GATA3,STAT5B,0.0,8
GAS1,STAT5B,0.0,8
SLC19A2,STAT5B,0.0,8
EIF2AK2,STAT5B,0.0,8
DMD,STAT5B,0.0,8
DNASE1,STAT5B,0.0,8
PRKCA,STAT5B,0.0,8
MDM2,STAT5B,0.0,8
FAS,STAT5B,0.0,8
CA2,STAT5B,0.0,8
IL2RA,STAT5B,0.05800852,8
HDC,STAT5B,0.0,8
PIM1,STAT5B,0.0,8
SPP1,STAT5B,0.0,8
CCND3,STAT5B,0.0,8
TRH,STAT5B,0.0,8
LAT,STAT5B,0.0,8
CASP8,STAT5B,0.0,8
ERAP1,STAT5B,0.0,8
PLAUR,STAT5B,0.0,8
CD8A,STAT5B,0.0,8
TIMP1,STAT5B,0.0,8
HHEX,STAT5B,0.0,8
CSF2,STAT5B,0.057905387,8
ABCC2,STAT5B,0.0,8
IL1RN,STAT5B,0.0,8
ABCB1,STAT5B,0.0,8
SREBF1,STAT5B,0.0,8
TNFSF10,STAT5B,0.058408275,8
PIAS1,STAT5B,0.0,8
IL12RB1,STAT5B,0.0,8
CD79A,STAT5B,0.0,8
MAP2K5,STAT5B,0.0,8
TP53,STAT5B,0.0,8
ITGA2B,STAT5B,0.0,8
IGFBP3,STAT5B,0.0,8
CSF1,STAT5B,0.0,8
HSPA5,STAT5B,0.0,8
HPS4,STAT5B,0.0,8
FSD1,STAT5B,0.0,8
HIF1A,STAT5B,0.0,8
GSC,STAT5B,0.0,8
IGBP1,STAT5B,0.0,8
LITAF,STAT5B,0.0,8
NEU1,STAT5B,0.0,8
IL2RB,STAT5B,0.0,8
RRAD,STAT5B,0.0,8
PNP,STAT5B,0.0,8
STAT4,STAT5B,0.0,8
TBX21,STAT5B,0.0,8
NCOA3,STAT5B,0.0,8
ADA,STAT5B,0.0,8
IER3,STAT5B,0.0,8
APOE,STAT5B,0.0,8
IL19,STAT5B,0.0,8
CD3E,STAT5B,0.0,8
CD69,STAT5B,0.0,8
FGL2,STAT5B,0.0,8
STMN1,STAT5B,0.0,8
PROS1,STAT5B,0.0,8
ACTA2,STAT5B,0.0,8
ACO1,STAT5B,0.0,8
IL18R1,STAT5B,0.0,8
LEFTY1,STAT5B,0.0,8
RUNX3,STAT5B,0.0,8
GATA2,STAT5B,0.0,8
CNR1,STAT5B,0.0,8
CCL19,STAT5B,0.0,8
FOXP3,STAT5B,0.0,8
CXCL11,STAT5B,0.0,8
LIG3,STAT5B,0.0,8
POLD1,STAT5B,0.0,8
IRF3,STAT5B,0.0,8
HSD17B1,STAT5B,0.05971542,8
GZMB,STAT5B,0.0,8
CCL23,STAT5B,0.0,8
CD74,STAT5B,0.0,8
CDK6,STAT5B,0.05976243,8
ANXA1,STAT5B,0.0,8
TLR7,STAT5B,0.0,8
IL27,STAT5B,0.0,8
HES6,STAT5B,0.0,8
PLEK,STAT5B,0.0,8
CHRNA1,STAT5B,0.0,8
CD46,STAT5B,0.0,8
POLR2K,STAT5B,0.0,8
CD38,STAT5B,0.0,8
UCP2,STAT5B,0.0,8
TNFSF14,STAT5B,0.0,8
MDC1,STAT5B,0.0,8
PFN1,STAT5B,0.0,8
CDKN2C,STAT5B,0.0,8
RGCC,STAT5B,0.0,8
TNFSF13B,STAT5B,0.0,8
HSPA8,STAT5B,0.0,8
HSPA1A,STAT5B,0.0,8
CITED2,STAT5B,0.0,8
CD55,STAT5B,0.0,8
ANGPT1,STAT5B,0.0,8
MYH10,STAT5B,0.0,8
HCFC1,STAT5B,0.0,8
AURKA,STAT5B,0.056254294,8
LGALS3BP,STAT5B,0.0,8
TBK1,STAT5B,0.0,8
FHL2,STAT5B,0.0,8
MTF2,STAT5B,0.0,8
ID2,STAT5B,0.0,8
SLC39A4,STAT5B,0.0,8
IL23A,STAT5B,0.0,8
REL,STAT5B,0.0,8
LCN2,STAT5B,0.058576226,8
SLC22A17,STAT5B,0.0,8
CXCL10,STAT5B,0.0,8
CD200,STAT5B,0.0,8
LPIN1,STAT5B,0.0,8
CD6,STAT5B,0.0,8
SOD2,STAT5B,0.0,8
GFI1,STAT5B,0.0,8
VCAM1,STAT5B,0.0,8
S100A8,STAT5B,0.0,8
DHX9,STAT5B,0.0,8
SOCS2,STAT5B,0.058599047,8
FANCF,STAT5B,0.0,8
NFATC1,STAT5B,0.0,8
PDGFD,STAT5B,0.0,8
FAIM,STAT5B,0.0,8
BBC3,STAT5B,0.0,8
AATF,STAT5B,0.0,8
NUCB2,STAT5B,0.0,8
FLT3LG,STAT5B,0.0,8
MLC1,STAT5B,0.0,8
BIRC2,STAT5B,0.0,8
FSCN1,STAT5B,0.0,8
IFIT3,STAT5B,0.0,8
IRS1,STAT5B,0.0,8
NR3C1,STAT5B,0.0,8
ALOX12,STAT5B,0.0,8
EDN1,STAT5B,0.0,8
RSAD2,STAT5B,0.0,8
SNW1,STAT5B,0.0,8
NFE2,STAT5B,0.0,8
DUSP1,STAT5B,0.0,8
LTB4R,STAT5B,0.0,8
SKP2,STAT5B,0.0,8
AKAP12,STAT5B,0.0,8
TRIM22,STAT5B,0.0,8
RHOH,STAT5B,0.0,8
MYL9,STAT5B,0.0,8
GNLY,STAT5B,0.0,8
RBPJ,STAT5B,0.0,8
DLD,STAT5B,0.0,8
TOE1,STAT5B,0.0,8
UBE2G1,STAT5B,0.0,8
IFI30,STAT5B,0.0,8
KIT,STAT5B,0.0,8
APOBEC3G,STAT5B,0.0,8
PF4,STAT5B,0.0,8
SLC9A3R1,STAT5B,0.0,8
SPG7,STAT5B,0.0,8
PRKCQ,STAT5B,0.0,8
SNCA,STAT5B,0.0,8
BATF,STAT5B,0.0,8
MAD1L1,STAT5B,0.0,8
IL24,STAT5B,0.0,8
TFRC,STAT5B,0.0,8
CXCR4,STAT5B,0.0,8
CTLA4,STAT5B,0.0,8
QPCT,STAT5B,0.0,8
IFITM3,STAT5B,0.0,8
CD207,STAT5B,0.0,8
TICAM1,STAT5B,0.0,8
CAV1,STAT5B,0.0,8
KPNA2,STAT5B,0.0,8
FOXO1,STAT5B,0.0,8
ICOS,STAT5B,0.0,8
PMAIP1,STAT5B,0.0,8
GADD45A,STAT5B,0.0,8
C1QB,STAT5B,0.0,8
GATA1,STAT5B,0.0,8
MCF2L2,STAT5B,0.0,8
HES1,STAT5B,0.0,8
NFATC2,STAT5B,0.0,8
IFNAR1,STAT5B,0.0,8
PRKCH,STAT5B,0.0,8
SMARCA2,STAT5B,0.0,8
FKBP4,STAT5B,0.0,8
DLK2,STAT5B,0.0,8
CCL20,STAT5B,0.0,8
RARA,STAT5B,0.0,8
NT5E,STAT5B,0.0,8
IDO1,STAT5B,0.0,8
GLS,STAT5B,0.0,8
IKZF1,STAT5B,0.0,8
ASXL1,STAT5B,0.0,8
KRT1,STAT5B,0.0,8
RASD1,STAT5B,0.058312725,8
TNFAIP6,STAT5B,0.0,8
S100A4,STAT5B,0.0,8
EHMT2,STAT5B,0.0,8
MKI67,STAT5B,0.0,8
S100A9,STAT5B,0.0,8
CXCL2,STAT5B,0.0,8
PDCD1,STAT5B,0.0,8
MYL4,STAT5B,0.0,8
SELL,STAT5B,0.0,8
CXCR6,STAT5B,0.0,8
SFMBT1,STAT5B,0.0,8
CDK8,STAT5B,0.0,8
SOD1,STAT5B,0.0,8
MCAT,STAT5B,0.0,8
PTTG1,STAT5B,0.0,8
EZH2,STAT5B,0.0,8
DAPK1,STAT5B,0.0,8
ORMDL3,STAT5B,0.0,8
NME1,STAT5B,0.0,8
REST,STAT5B,0.0,8
GADD45G,STAT5B,0.0,8
OPTN,STAT5B,0.0,8
RECK,STAT5B,0.0,8
IRF9,STAT5B,0.0,8
GADD45B,STAT5B,0.0,8
EOMES,STAT5B,0.0,8
TERF1,STAT5B,0.0,8
MIF,STAT5B,0.0,8
DPF3,STAT5B,0.057844862,8
FTO,STAT5B,0.0,8
S100A11,STAT5B,0.0,8
LEF1,STAT5B,0.0,8
CLU,STAT5B,0.0,8
LAT2,STAT5B,0.0,8
ZBTB20,STAT5B,0.0,8
ARID5A,STAT5B,0.0,8
BCL2L11,STAT5B,0.0,8
PRKCE,STAT5B,0.0,8
KLRK1,STAT5B,0.0,8
HSD17B8,STAT5B,0.058177594,8
PARK7,STAT5B,0.0,8
GBP1,STAT5B,0.0,8
FASTK,STAT5B,0.0,8
CYBB,STAT5B,0.0,8
IL4R,STAT5B,0.0,8
MGMT,STAT5B,0.0,8
MPG,STAT5B,0.0,8
POLB,STAT5B,0.0,8
PLAU,STAT5B,0.0,8
SLC2A1,STAT5B,0.0,8
LTA,STAT5B,0.0,8
RANBP2,STAT5B,0.0,8
BLMH,STAT5B,0.0,8
GMPS,STAT5B,0.0,8
ATF4,STAT5B,0.0,8
ERAP2,STAT5B,0.0,8
POLH,STAT5B,0.0,8
PURA,STAT5B,0.0,8
MS4A1,STAT5B,0.0,8
SP100,STAT5B,0.0,8
CD14,STAT5B,0.0,8
THBD,STAT5B,0.0,8
GP1BA,STAT5B,0.0,8
ITGB2,STAT5B,0.0,8
MAD2L1,STAT5B,0.0,8
PIK3CD,STAT5B,0.0,8
ITGA6,STAT5B,0.0,8
APP,STAT5B,0.0,8
CCR1,STAT5B,0.0,8
CD22,STAT5B,0.0,8
CD40LG,STAT5B,0.0,8
CTSL,STAT5B,0.0,8
HMOX1,STAT5B,0.0,8
RCAN1,STAT5B,0.0,8
CSRP1,STAT5B,0.0,8
DDIT3,STAT5B,0.0,8
F2R,STAT5B,0.0,8
HSPB1,STAT5B,0.06287396,8
S1PR1,STAT5B,0.0,8
CYSLTR1,STAT5B,0.0,8
SIDT1,STAT5B,0.0,8
EIF5B,STAT5B,0.0,8
IDE,STAT5B,0.0,8
IL6ST,STAT5B,0.058396287,8
MBD1,STAT5B,0.0,8
PTGER4,STAT5B,0.0,8
RNF149,STAT5B,0.0,8
XBP1,STAT5B,0.0,8
FOXJ1,STAT5B,0.0,8
CHORDC1,STAT5B,0.055729765,8
GLUL,STAT5B,0.05856773,8
GRK5,STAT5B,0.058478642,8
RGS16,STAT5B,0.058736585,8
SSR3,STAT5B,0.05682639,8
TXNRD3,STAT5B,0.056969043,8
IFI6,STAT5B,0.0,8
IFITM1,STAT5B,0.0,8
ISG20,STAT5B,0.0,8
GBP5,STAT5B,0.0,8
ADAM10,STAT5B,0.0,8
PIM2,STAT5B,0.0,8
DNMT3A,STAT5B,0.0,8
HBA2,STAT5B,0.0,8
HSPA1B,STAT5B,0.0,8
CASP3,STAT5B,0.0,8
FBXO32,STAT5B,0.0,8
ANKRD26,STAT5B,0.0,8
FST,STAT5B,0.0,8
PJA1,STAT5B,0.0,8
TGFB2,STAT5B,0.0,8
CCL7,STAT5B,0.0,8
CCL13,STAT5B,0.0,8
CCL8,STAT5B,0.0,8
CASP9,STAT5B,0.0,8
C1R,STAT5B,0.0,8
CXCL1,STAT5B,0.0,8
PTPN22,STAT5B,0.0,8
AQP3,STAT5B,0.0,8
RBM38,STAT5B,0.0,8
INPP5K,STAT5B,0.0,8
CD160,STAT5B,0.0,8
CASP2,STAT5B,0.0,8
NCL,STAT5B,0.0,8
CH25H,STAT5B,0.0,8
RALGDS,STAT5B,0.0,8
CST3,STAT5B,0.0,8
RORC,STAT5B,0.0,8
CD9,STAT5B,0.0,8
ENO2,STAT5B,0.0,8
GABPA,STAT5B,0.0,8
EED,STAT5B,0.0,8
FASN,STAT5B,0.0,8
IL12RB2,STAT5B,0.0,8
AKR1C1,STAT5B,0.058532536,8
IRS2,STAT5B,0.0,8
CCR4,STAT5B,0.0,8
F3,STAT5B,0.0,8
GATA6,STAT5B,0.0,8
TULP3,STAT5B,0.0,8
C16orf54,STAT5B,0.0,8
IGLL5,STAT5B,0.0,8
IKZF3,STAT5B,0.0,8
CLDN5,STAT5B,0.0,8
TNFRSF18,STAT5B,0.0,8
CD2,STAT5B,0.0,8
MICB,STAT5B,0.0,8
EGR1,STAT5B,0.0,8
STK35,STAT5B,0.0,8
WWTR1,STAT5B,0.0,8
IGFBP2,STAT5B,0.0,8
POLR2H,STAT5B,0.0,8
ANK1,STAT5B,0.0,8
GPR146,STAT5B,0.0,8
AIM2,STAT5B,0.0,8
ATG4C,STAT5B,0.0,8
CREM,STAT5B,0.0,8
DCLRE1C,STAT5B,0.0,8
DDX50,STAT5B,0.0,8
DIMT1,STAT5B,0.0,8
GSTK1,STAT5B,0.0,8
INO80,STAT5B,0.0,8
KIF2A,STAT5B,0.0,8
MAN1A1,STAT5B,0.0,8
MED16,STAT5B,0.0,8
MTMR9,STAT5B,0.0,8
PPIP5K2,STAT5B,0.0,8
PWP2,STAT5B,0.0,8
SEMA4B,STAT5B,0.0,8
SNRNP27,STAT5B,0.0,8
UBR1,STAT5B,0.0,8
ZC3HAV1,STAT5B,0.0,8
ZNF181,STAT5B,0.0,8
ZNF230,STAT5B,0.0,8
ZNF302,STAT5B,0.0,8
ZNF655,STAT5B,0.0,8
PRR5L,STAT5B,0.0,8
IL2,STAT4,0.0,8
IRF1,STAT4,0.05423161,8
CCND1,STAT4,0.0,8
PRF1,STAT4,0.053684298,8
IFNG,STAT4,0.053953566,8
KRAS,STAT4,0.0,8
FOS,STAT4,0.0,8
SMC3,STAT4,0.0,8
IRF8,STAT4,0.0,8
IRF2,STAT4,0.0,8
BCL2,STAT4,0.0,8
IFNB1,STAT4,0.0,8
CCL4,STAT4,0.0,8
SOCS3,STAT4,0.054901585,8
CD40,STAT4,0.0,8
TNF,STAT4,0.054708943,8
IL18,STAT4,0.0,8
OSM,STAT4,0.0,8
HSPA4,STAT4,0.0,8
APEX1,STAT4,0.0,8
HSP90AB1,STAT4,0.0,8
IL1B,STAT4,0.0,8
BLK,STAT4,0.0,8
STAT5A,STAT4,0.0,8
IL7R,STAT4,0.0,8
JUNB,STAT4,0.0,8
SLPI,STAT4,0.0,8
CDKN1C,STAT4,0.0,8
CAMK4,STAT4,0.0,8
LGALS3,STAT4,0.0,8
IL6,STAT4,0.0,8
STAT5B,STAT4,0.0,8
MAFB,STAT4,0.0,8
STAT3,STAT4,0.0,8
CD19,STAT4,0.0,8
MYC,STAT4,0.05559631,8
FCER1G,STAT4,0.0,8
CCL5,STAT4,0.0,8
FASLG,STAT4,0.0,8
MAPK8,STAT4,0.0,8
MYB,STAT4,0.0,8
BIRC3,STAT4,0.0,8
CD86,STAT4,0.0,8
CDKN2D,STAT4,0.0,8
SOCS1,STAT4,0.0,8
MMP9,STAT4,0.0,8
CDK4,STAT4,0.0,8
CDKN2A,STAT4,0.0,8
CEBPD,STAT4,0.0,8
SH2D1A,STAT4,0.0,8
IL10,STAT4,0.05344417,8
CDKN1B,STAT4,0.0,8
PIK3R1,STAT4,0.054445904,8
ACTB,STAT4,0.0,8
CCND2,STAT4,0.0,8
MSR1,STAT4,0.0,8
LCK,STAT4,0.0,8
ACAT1,STAT4,0.0,8
ACP5,STAT4,0.0,8
TNFSF11,STAT4,0.0,8
SHC1,STAT4,0.0,8
PPIG,STAT4,0.0,8
NCAM1,STAT4,0.0,8
CTNND1,STAT4,0.0,8
CBL,STAT4,0.0,8
CISH,STAT4,0.0,8
LYZ,STAT4,0.0,8
JUN,STAT4,0.0,8
IFI27,STAT4,0.0,8
PTPN2,STAT4,0.0,8
SPI1,STAT4,0.0,8
HBG1,STAT4,0.0,8
ECE1,STAT4,0.0,8
IRF7,STAT4,0.0,8
CCL2,STAT4,0.0,8
MMP7,STAT4,0.0,8
IFIT1,STAT4,0.0,8
OSGEP,STAT4,0.0,8
FCER2,STAT4,0.0,8
ID3,STAT4,0.0,8
NPTX1,STAT4,0.0,8
ACACA,STAT4,0.0,8
NF1,STAT4,0.0,8
ODC1,STAT4,0.0,8
CCNB1,STAT4,0.0,8
CXCL9,STAT4,0.0,8
CTSB,STAT4,0.0,8
CCL3,STAT4,0.0,8
RETNLB,STAT4,0.0,8
HBB,STAT4,0.0,8
ISG15,STAT4,0.0,8
S100A10,STAT4,0.0,8
DPAGT1,STAT4,0.0,8
CD68,STAT4,0.0,8
DLL1,STAT4,0.0,8
EBF1,STAT4,0.0,8
PAX5,STAT4,0.0,8
NQO1,STAT4,0.0,8
IFIT2,STAT4,0.0,8
GATA3,STAT4,0.0,8
GAS1,STAT4,0.0,8
SLC19A2,STAT4,0.0,8
EIF2AK2,STAT4,0.0,8
DMD,STAT4,0.0,8
DNASE1,STAT4,0.0,8
PRKCA,STAT4,0.0,8
MDM2,STAT4,0.0,8
FAS,STAT4,0.0,8
CA2,STAT4,0.0,8
IL2RA,STAT4,0.052875116,8
HDC,STAT4,0.0,8
PIM1,STAT4,0.05515913,8
SPP1,STAT4,0.0,8
CCND3,STAT4,0.0,8
TRH,STAT4,0.0,8
LAT,STAT4,0.0,8
CASP8,STAT4,0.0,8
ERAP1,STAT4,0.0,8
PLAUR,STAT4,0.0,8
CD8A,STAT4,0.054502644,8
TIMP1,STAT4,0.0,8
HHEX,STAT4,0.0,8
CSF2,STAT4,0.05620284,8
ABCC2,STAT4,0.0,8
IL1RN,STAT4,0.0,8
ABCB1,STAT4,0.0,8
SREBF1,STAT4,0.0,8
TNFSF10,STAT4,0.0,8
PIAS1,STAT4,0.0,8
IL12RB1,STAT4,0.0,8
CD79A,STAT4,0.0,8
MAP2K5,STAT4,0.0,8
TP53,STAT4,0.0,8
ITGA2B,STAT4,0.0,8
IGFBP3,STAT4,0.0,8
CSF1,STAT4,0.0,8
HSPA5,STAT4,0.0,8
HPS4,STAT4,0.0,8
FSD1,STAT4,0.0,8
HIF1A,STAT4,0.0,8
GSC,STAT4,0.0,8
IGBP1,STAT4,0.0,8
LITAF,STAT4,0.0,8
NEU1,STAT4,0.0,8
IL2RB,STAT4,0.0,8
RRAD,STAT4,0.0,8
PNP,STAT4,0.0,8
STAT4,STAT4,0.054911844,8
TBX21,STAT4,0.053942364,8
NCOA3,STAT4,0.0,8
ADA,STAT4,0.0,8
IER3,STAT4,0.0,8
APOE,STAT4,0.0,8
IL19,STAT4,0.0,8
CD3E,STAT4,0.0,8
CD69,STAT4,0.0,8
FGL2,STAT4,0.0,8
STMN1,STAT4,0.0,8
PROS1,STAT4,0.0,8
ACTA2,STAT4,0.0,8
ACO1,STAT4,0.0,8
IL18R1,STAT4,0.0,8
LEFTY1,STAT4,0.0,8
RUNX3,STAT4,0.0,8
GATA2,STAT4,0.0,8
CNR1,STAT4,0.0,8
CCL19,STAT4,0.0,8
FOXP3,STAT4,0.0,8
CXCL11,STAT4,0.0,8
LIG3,STAT4,0.0,8
POLD1,STAT4,0.0,8
IRF3,STAT4,0.0,8
HSD17B1,STAT4,0.0,8
GZMB,STAT4,0.0,8
CCL23,STAT4,0.0,8
CD74,STAT4,0.0,8
CDK6,STAT4,0.0,8
ANXA1,STAT4,0.0,8
TLR7,STAT4,0.0,8
IL27,STAT4,0.0,8
HES6,STAT4,0.0,8
PLEK,STAT4,0.0,8
CHRNA1,STAT4,0.0,8
CD46,STAT4,0.0,8
POLR2K,STAT4,0.0,8
CD38,STAT4,0.0,8
UCP2,STAT4,0.0,8
TNFSF14,STAT4,0.0,8
MDC1,STAT4,0.0,8
PFN1,STAT4,0.0,8
CDKN2C,STAT4,0.0,8
RGCC,STAT4,0.0,8
TNFSF13B,STAT4,0.0,8
HSPA8,STAT4,0.0,8
HSPA1A,STAT4,0.0,8
CITED2,STAT4,0.0,8
CD55,STAT4,0.0,8
ANGPT1,STAT4,0.0,8
MYH10,STAT4,0.0,8
HCFC1,STAT4,0.0,8
AURKA,STAT4,0.0,8
LGALS3BP,STAT4,0.0,8
TBK1,STAT4,0.0,8
FHL2,STAT4,0.0,8
MTF2,STAT4,0.0,8
ID2,STAT4,0.0,8
SLC39A4,STAT4,0.0,8
IL23A,STAT4,0.0,8
REL,STAT4,0.0,8
LCN2,STAT4,0.0,8
SLC22A17,STAT4,0.0,8
CXCL10,STAT4,0.0,8
CD200,STAT4,0.0,8
LPIN1,STAT4,0.0,8
CD6,STAT4,0.0,8
SOD2,STAT4,0.0,8
GFI1,STAT4,0.0,8
VCAM1,STAT4,0.0,8
S100A8,STAT4,0.0,8
DHX9,STAT4,0.0,8
SOCS2,STAT4,0.0,8
FANCF,STAT4,0.0,8
NFATC1,STAT4,0.0,8
PDGFD,STAT4,0.0,8
FAIM,STAT4,0.0,8
BBC3,STAT4,0.0,8
AATF,STAT4,0.0,8
NUCB2,STAT4,0.0,8
FLT3LG,STAT4,0.0,8
MLC1,STAT4,0.0,8
BIRC2,STAT4,0.0,8
FSCN1,STAT4,0.0,8
IFIT3,STAT4,0.0,8
IRS1,STAT4,0.0,8
NR3C1,STAT4,0.0,8
ALOX12,STAT4,0.0,8
EDN1,STAT4,0.0,8
RSAD2,STAT4,0.0,8
SNW1,STAT4,0.0,8
NFE2,STAT4,0.0,8
DUSP1,STAT4,0.0,8
LTB4R,STAT4,0.0,8
SKP2,STAT4,0.0,8
AKAP12,STAT4,0.0,8
TRIM22,STAT4,0.0,8
RHOH,STAT4,0.0,8
MYL9,STAT4,0.0,8
GNLY,STAT4,0.0,8
RBPJ,STAT4,0.0,8
DLD,STAT4,0.0,8
TOE1,STAT4,0.0,8
UBE2G1,STAT4,0.0,8
IFI30,STAT4,0.0,8
KIT,STAT4,0.0,8
APOBEC3G,STAT4,0.0,8
PF4,STAT4,0.0,8
SLC9A3R1,STAT4,0.0,8
SPG7,STAT4,0.0,8
PRKCQ,STAT4,0.05548254,8
SNCA,STAT4,0.0,8
BATF,STAT4,0.0,8
MAD1L1,STAT4,0.0,8
IL24,STAT4,0.0,8
TFRC,STAT4,0.0,8
CXCR4,STAT4,0.0,8
CTLA4,STAT4,0.0,8
QPCT,STAT4,0.0,8
IFITM3,STAT4,0.0,8
CD207,STAT4,0.0,8
TICAM1,STAT4,0.0,8
CAV1,STAT4,0.0,8
KPNA2,STAT4,0.0,8
FOXO1,STAT4,0.0,8
ICOS,STAT4,0.0,8
PMAIP1,STAT4,0.0,8
GADD45A,STAT4,0.0,8
C1QB,STAT4,0.0,8
GATA1,STAT4,0.0,8
MCF2L2,STAT4,0.0,8
HES1,STAT4,0.0,8
NFATC2,STAT4,0.0,8
IFNAR1,STAT4,0.0,8
PRKCH,STAT4,0.0,8
SMARCA2,STAT4,0.0,8
FKBP4,STAT4,0.0,8
DLK2,STAT4,0.0,8
CCL20,STAT4,0.0,8
RARA,STAT4,0.0,8
NT5E,STAT4,0.0,8
IDO1,STAT4,0.0,8
GLS,STAT4,0.0,8
IKZF1,STAT4,0.0,8
ASXL1,STAT4,0.0,8
KRT1,STAT4,0.0,8
RASD1,STAT4,0.0,8
TNFAIP6,STAT4,0.0,8
S100A4,STAT4,0.060555488,8
EHMT2,STAT4,0.0,8
MKI67,STAT4,0.0,8
S100A9,STAT4,0.0,8
CXCL2,STAT4,0.0,8
PDCD1,STAT4,0.0,8
MYL4,STAT4,0.0,8
SELL,STAT4,0.0,8
CXCR6,STAT4,0.0,8
SFMBT1,STAT4,0.0,8
CDK8,STAT4,0.0,8
SOD1,STAT4,0.0,8
MCAT,STAT4,0.0,8
PTTG1,STAT4,0.0,8
EZH2,STAT4,0.0,8
DAPK1,STAT4,0.0,8
ORMDL3,STAT4,0.0,8
NME1,STAT4,0.0,8
REST,STAT4,0.0,8
GADD45G,STAT4,0.0,8
OPTN,STAT4,0.0,8
